gene	definition	group	log2foldchange	p.value	p.adjust
K00394	aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]	response	0.6965207	0.02346498	0.4327822
K00395	aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]	response	0.6873482	0.03208873	0.4596789
K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	response	0.2635966	0.2225471	0.686963
K00400	K00400; methyl coenzyme M reductase system, component A2	response	0.4156445	0.1949688	0.6657432
K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	response	0.2741598	0.1699838	0.6595618
K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	response	0.2986915	0.1699838	0.6595618
K00405	ccoO; cytochrome c oxidase cbb3-type subunit II	response	0.006728447	0.4795001	0.8612324
K00407	ccoQ; cytochrome c oxidase cbb3-type subunit IV	response	0.008463284	0.4795001	0.8612324
K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit	response	0.08795843	0.2011217	0.6657432
K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	progression	0.06280343	0.7748645	0.956964
K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	response	0.203475	0.1984493	0.6657432
K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	response	0.2450029	0.1779096	0.6595618
K00427	lldP, lctP; L-lactate permease	progression	0.1122508	0.538322	0.8934715
K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	progression	0.02147143	0.5402914	0.8934715
K00432	gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]	response	0.2130987	0.3912673	0.8241469
K00433	cpo; non-heme chloroperoxidase [EC:1.11.1.10]	response	0.3859696	0.9509568	0.9732675
K00436	hoxH; NAD-reducing hydrogenase large subunit [EC:1.12.1.2]	response	0.02684733	0.4795001	0.8612324
K00437	hydB; [NiFe] hydrogenase large subunit [EC:1.12.2.1]	response	0.1057822	0.1313659	0.6428868
K00440	frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	response	0.2677823	0.2431152	0.6947875
K00441	frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	response	0.6482493	0.08258049	0.5425491
K00442	frhD; coenzyme F420 hydrogenase subunit delta	response	0.2714936	0.2431152	0.6947875
K00443	frhG; coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	response	0.2825903	0.2431152	0.6947875
K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	response	0.1866472	0.6549403	0.9260799
K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	response	0.2111625	0.6549403	0.9260799
K00450	E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]	progression	0.1511582	1	1
K00455	hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]	response	0.1185751	0.7413725	0.9522438
K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	response	0.2176352	0.6549403	0.9260799
K00459	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	response	0.5802052	0.001450862	0.4327822
K00477	PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]	response	0.1552132	0.6549403	0.9260799
K00481	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	response	0.2250203	0.6549403	0.9260799
K00483	hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	response	0.1650165	0.7413725	0.9522438
K00484	hpaC; flavin reductase (NADH) [EC:1.5.1.36]	response	0.1433027	0.7413725	0.9522438
K00508	E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]	response	0.1206476	0.1313659	0.6428868
K00520	merA; mercuric reductase [EC:1.16.1.1]	progression	0.04908509	0.1572992	0.6471459
K00523	ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	response	0.1086391	0.6549403	0.9260799
K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	response	0.3559431	0.05004352	0.490626
K00526	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	response	0.2471606	0.3271869	0.7578716
K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	response	0.3355147	0.1416447	0.6471459
K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	progression	0.1310507	0.8136343	0.9594544
K00533	E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]	progression	0.0431499	0.8302531	0.9684812
K00534	E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2]	response	0.08883024	0.4377159	0.8612324
K00537	arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	response	0.3811018	0.04329747	0.4741032
K00547	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	response	0.1500898	0.7266559	0.9515694
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	response	0.2991486	0.08641073	0.5425491
K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	response	0.6549304	0.03733642	0.4658764
K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	response	0.4666181	0.01204828	0.4327822
K00555	TRMT1, trm1; tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	response	0.2841526	0.1949688	0.6657432
K00556	trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	response	0.2386813	0.2978602	0.7439571
K00557	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	progression	0.212757	0.4920006	0.8648426
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	response	0.1935988	0.6242061	0.9260799
K00560	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	response	0.2979246	0.1257864	0.6196924
K00561	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	response	0.4402749	0.05764939	0.5040692
K00563	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	response	0.3620598	0.2703441	0.7221891
K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	response	0.4204468	1	1
K00566	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	response	0.3050195	0.1779096	0.6595618
K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	response	0.705912	0.002694262	0.4327822
K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	response	0.4358132	0.2206714	0.686963
K00570	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	progression	0.02727761	0.444426	0.8612324
K00571	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	response	0.8052431	0.04329747	0.4741032
K00573	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	progression	0.09463407	0.6795063	0.9334848
K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	response	0.2927206	0.3912673	0.8241469
K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	response	0.05902841	0.7594629	0.9522438
K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	response	0.2725313	0.2431152	0.6947875
K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	response	0.2544412	0.2431152	0.6947875
K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	response	0.2751867	0.2771532	0.7221891
K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	response	0.233955	0.3143013	0.7519279
K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	response	0.2492602	0.3143013	0.7519279
K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	response	0.09268729	0.4903026	0.8648426
K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	response	0.09995018	0.6713234	0.9285565
K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	response	0.4680129	0.2431152	0.6947875
K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]	response	0.3904573	0.1589959	0.6471459
K00595	cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	response	0.4235865	0.2446236	0.6947875
K00598	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]	response	0.2745147	0.8958687	0.9732675
K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	response	0.2788051	0.1416447	0.6471459
K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	response	0.2433787	0.1589959	0.6471459
K00603	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	progression	0.00653157	0.9511703	0.9732675
K00604	MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]	response	0.3667902	0.01011233	0.4327822
K00605	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	response	0.4891971	0.1779096	0.6595618
K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	response	0.2832158	0.07575269	0.5386655
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	response	0.3316264	0.1113469	0.587808
K00610	pyrI; aspartate carbamoyltransferase regulatory subunit	response	0.3478872	0.1113469	0.587808
K00611	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	response	0.3723286	0.09824835	0.5651674
K00613	GATM; glycine amidinotransferase [EC:2.1.4.1]	response	0.02396948	0.9013206	0.9732675
K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	response	0.3185935	0.1113469	0.587808
K00616	E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]	response	0.1398755	0.2978602	0.7439571
K00619	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	response	0.3128039	0.2271893	0.6947875
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	response	0.399654	0.04329747	0.4741032
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	response	0.2206819	0.2703441	0.7221891
K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	response	0.3716345	0.1416447	0.6471459
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	response	0.3868919	0.5606473	0.9068061
K00631	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	progression	0.1560489	0.9183132	0.9732675
K00632	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	progression	0.03233496	0.9267967	0.9732675
K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]	progression	0.05611258	0.6453145	0.9260799
K00634	ptb; phosphate butyryltransferase [EC:2.3.1.19]	progression	0.2011299	0.8064959	0.956964
K00639	kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	response	0.452406	0.1113469	0.587808
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	response	0.2298443	0.09824835	0.5651674
K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	response	0.7675614	0.0861372	0.5425491
K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	response	0.4284136	0.01996445	0.4327822
K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	response	0.5392586	0.05004352	0.490626
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	response	0.5557436	0.007050729	0.4327822
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	response	0.3432485	0.03208873	0.4596789
K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	response	0.1761686	0.3583265	0.792076
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	response	0.3576407	0.05004352	0.490626
K00656	E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]	response	0.2230694	0.2206714	0.686963
K00657	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	response	0.1663338	0.6681702	0.9263661
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	response	0.2576383	0.581541	0.910171
K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]	response	0.3676477	0.05004352	0.490626
K00662	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	response	0.5447053	0.1571798	0.6471459
K00663	aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	response	0.1632648	0.1510529	0.6471459
K00666	K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]	response	0.06212287	0.7133032	0.9401329
K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	response	0.4586855	0.2431152	0.6947875
K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]	response	0.02207308	0.7248186	0.9497957
K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	response	0.6404678	0.2978602	0.7439571
K00675	nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	response	0.1964297	0.7132436	0.9401329
K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	response	0.3612427	0.1589959	0.6471459
K00680	ytmI; uncharacterized N-acetyltransferase [EC:2.3.1.-]	progression	0.06763373	0.666365	0.9263661
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	response	0.1020831	0.6434975	0.9260799
K00682	GGCT; gamma-glutamylcyclotransferase [EC:4.3.2.9]	response	1.082944	0.2703441	0.7221891
K00683	QPCT; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	response	1.120931	0.08639897	0.5425491
K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	response	0.6288368	0.05764939	0.5040692
K00687	pbp2B, penA; penicillin-binding protein 2B	response	0.1984872	0.8552566	0.9684812
K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	response	0.1436597	0.3583265	0.792076
K00689	E2.4.1.5; dextransucrase [EC:2.4.1.5]	response	0.6790504	0.3070139	0.7509308
K00690	E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]	response	0.08579451	0.5005595	0.8648426
K00691	mapA; maltose phosphorylase [EC:2.4.1.8]	progression	0.06024903	0.7594629	0.9522438
K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]	response	0.421297	0.7029383	0.9401329
K00697	otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	progression	0.08893252	0.9183132	0.9732675
K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	response	0.476505	0.005857099	0.4327822
K00702	E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20]	response	0.4514507	0.1257864	0.6196924
K00703	glgA; starch synthase [EC:2.4.1.21]	response	0.4281189	0.03733642	0.4658764
K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]	response	0.4215857	0.07575269	0.5386655
K00709	ABO; histo-blood group ABO system transferase [EC:2.4.1.40 2.4.1.37]	progression	0.1261846	0.5786368	0.910171
K00712	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	response	0.4814489	0.9505655	0.9732675
K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]	progression	0.5342371	0.14268	0.6471459
K00720	UGCG; ceramide glucosyltransferase [EC:2.4.1.80]	response	0.05033171	0.9151617	0.9732675
K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	response	0.3156092	0.2703441	0.7221891
K00728	POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	progression	0.05300698	0.5780411	0.910171
K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	progression	0.04053067	0.9151617	0.9732675
K00748	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]	response	0.3624458	0.2206714	0.686963
K00752	hasA; hyaluronan synthase [EC:2.4.1.212]	progression	0.04011845	0.9151617	0.9732675
K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	progression	0.2539578	0.4438953	0.8612324
K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	response	0.7757089	0.02748634	0.4531407
K00757	udp, UPP; uridine phosphorylase [EC:2.4.2.3]	response	0.4051124	0.01430588	0.4327822
K00758	deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]	progression	0.1430816	0.9467837	0.9732675
K00759	APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]	response	0.4353188	0.05004352	0.490626
K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	response	0.4494041	0.01011233	0.4327822
K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]	response	0.2659132	0.08641073	0.5425491
K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	response	0.4258189	0.03733642	0.4658764
K00763	pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]	response	0.3000412	0.1257864	0.6196924
K00764	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	response	0.336707	0.04329747	0.4741032
K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	response	0.2248091	0.2703441	0.7221891
K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]	response	0.1956536	0.1589959	0.6471459
K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	response	0.1846372	0.2978602	0.7439571
K00768	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	response	0.2876047	0.1416447	0.6471459
K00769	gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	progression	0.1786622	0.8443574	0.9684812
K00772	mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	response	0.3979459	0.3250743	0.7578716
K00773	tgt, QTRT1; queuine tRNA-ribosyltransferase [EC:2.4.2.29]	response	0.2950329	0.1257864	0.6196924
K00782	lldG; L-lactate dehydrogenase complex protein LldG	response	0.3713588	0.08641073	0.5425491
K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	response	0.408525	0.01996445	0.4327822
K00784	rnz; ribonuclease Z [EC:3.1.26.11]	response	0.3368992	0.07575269	0.5386655
K00786	GALT29A; beta-1,6-galactosyltransferase [EC:2.4.1.-]	progression	0.07975027	0.3812502	0.8241469
K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	response	0.4775444	0.03733642	0.4658764
K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	response	0.3152173	0.2206714	0.686963
K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	response	0.3418818	0.05764939	0.5040692
K00791	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	response	0.2803905	0.1779096	0.6595618
K00793	ribE, RIB5; riboflavin synthase [EC:2.5.1.9]	response	0.3291762	0.08641073	0.5425491
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	response	0.3789771	0.06619258	0.5201979
K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	progression	0.2002414	0.9183132	0.9732675
K00796	folP; dihydropteroate synthase [EC:2.5.1.15]	response	0.3013733	0.02346498	0.4327822
K00797	speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]	response	0.2914682	0.1416447	0.6471459
K00798	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	response	0.2719398	0.2978602	0.7439571
K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	response	0.04288798	0.6064448	0.9258243
K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	response	0.4525888	0.002694262	0.4327822
K00801	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	response	0.201227	0.7068807	0.9401329
K00803	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	progression	0.07882143	0.8958687	0.9732675
K00805	hepST; heptaprenyl diphosphate synthase [EC:2.5.1.30]	response	0.5772414	0.02346498	0.4327822
K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	response	0.3095764	0.05764939	0.5040692
K00809	DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]	response	0.2932955	0.3167331	0.7556019
K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	response	0.3460223	0.3271869	0.7578716
K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]	response	0.03684894	0.9467837	0.9732675
K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	response	0.4663012	0.004848763	0.4327822
K00819	rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]	response	0.4533166	0.1257864	0.6196924
K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	response	0.3297902	0.08641073	0.5425491
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	response	0.4251203	0.01996445	0.4327822
K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	response	0.06189388	0.9358404	0.9732675
K00824	dat; D-alanine transaminase [EC:2.6.1.21]	response	0.4964858	0.3403911	0.7838424
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	response	0.3258402	0.07575269	0.5386655
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	response	0.08508793	0.2011217	0.6657432
K00831	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	response	0.3142231	0.1416447	0.6471459
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	response	0.05741891	0.7592599	0.9522438
K00833	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	response	0.1999848	0.3271869	0.7578716
K00835	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	response	0.0388954	0.7789084	0.956964
K00836	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	response	0.3222832	0.5419337	0.8939331
